dataset,cell,alpha,Rx,snrV,snrI,loc_err_p1,loc_err_p2,Rx_err_p2
ref50,431,0.600,500.0,inf,inf,0.713243,2.772729,0.958131
ref50,432,0.600,1000.0,20.0,20.0,43.607607,99.983333,11.071377
ref50,433,0.600,1000.0,20.0,30.0,25.061884,99.983333,11.225799
ref50,434,0.600,1000.0,20.0,40.0,26.662260,99.983333,10.978407
ref50,435,0.600,1000.0,20.0,inf,0.244272,99.983333,11.120760
ref50,436,0.600,1000.0,30.0,20.0,26.387744,99.983333,11.196775
ref50,437,0.600,1000.0,30.0,30.0,21.948126,99.983333,11.153439
ref50,438,0.600,1000.0,30.0,40.0,4.631567,99.983333,11.105190
ref50,439,0.600,1000.0,30.0,inf,19.762136,99.983333,11.064660
ref50,440,0.600,1000.0,40.0,20.0,23.139369,99.983333,11.092522
ref50,441,0.600,1000.0,40.0,30.0,11.239799,99.983333,11.087783
ref50,442,0.600,1000.0,40.0,40.0,3.827798,99.983333,11.095663
ref50,443,0.600,1000.0,40.0,inf,3.513779,99.983333,11.067694
ref50,444,0.600,1000.0,inf,20.0,28.965156,99.983333,10.986279
ref50,445,0.600,1000.0,inf,30.0,3.056653,99.983333,11.094254
ref50,446,0.600,1000.0,inf,40.0,2.395785,99.983333,11.104659
ref50,447,0.600,1000.0,inf,inf,1.815273,11.923049,12.064709
ref50,448,0.600,2000.0,20.0,20.0,56.744510,6.209741,0.394960
ref50,449,0.600,2000.0,20.0,30.0,58.333333,66.650000,1.088264
ref50,450,0.600,2000.0,20.0,40.0,3.733502,11.102962,0.951036
ref50,451,0.600,2000.0,20.0,inf,58.333333,66.650000,1.119612
ref50,452,0.600,2000.0,30.0,20.0,36.965304,9.063289,0.904000
ref50,453,0.600,2000.0,30.0,30.0,1.668269,1.129894,1.039575
ref50,454,0.600,2000.0,30.0,40.0,31.562190,5.798464,0.909224
ref50,455,0.600,2000.0,30.0,inf,31.716388,23.131567,0.965663
ref50,456,0.600,2000.0,40.0,20.0,36.774336,26.646312,0.905972
ref50,457,0.600,2000.0,40.0,30.0,53.046693,30.098753,1.041364
ref50,458,0.600,2000.0,40.0,40.0,41.877524,26.843930,0.962994
ref50,459,0.600,2000.0,40.0,inf,31.918467,21.426861,1.013556
ref50,460,0.600,2000.0,inf,20.0,58.333333,46.191099,1.067645
ref50,461,0.600,2000.0,inf,30.0,1.428105,4.637427,0.995555
ref50,462,0.600,2000.0,inf,40.0,19.067037,17.912989,0.961309
ref50,463,0.600,2000.0,inf,inf,18.148319,16.476473,0.970464
ref50,464,0.600,5000.0,20.0,20.0,5.522882,99.983333,5.267745
ref50,465,0.600,5000.0,20.0,30.0,3.375086,99.983333,4.865488
ref50,466,0.600,5000.0,20.0,40.0,41.974103,99.983333,4.643394
ref50,467,0.600,5000.0,20.0,inf,2.666352,99.983333,4.941608
ref50,468,0.600,5000.0,30.0,20.0,19.756558,99.983333,4.818806
ref50,469,0.600,5000.0,30.0,30.0,74.899409,99.983333,4.900980
ref50,470,0.600,5000.0,30.0,40.0,4.269233,99.983333,4.953593
ref50,471,0.600,5000.0,30.0,inf,19.543403,99.983333,4.855112
ref50,472,0.600,5000.0,40.0,20.0,5.406820,99.983333,5.239082
ref50,473,0.600,5000.0,40.0,30.0,8.034618,99.983333,4.893646
ref50,474,0.600,5000.0,40.0,40.0,20.700781,99.983333,4.841395
ref50,475,0.600,5000.0,40.0,inf,32.784437,99.983333,4.827440
ref50,476,0.600,5000.0,inf,20.0,4.993496,99.983333,5.136655
ref50,477,0.600,5000.0,inf,30.0,17.729742,99.983333,4.879529
ref50,478,0.600,5000.0,inf,40.0,29.875310,99.983333,4.810714
ref50,479,0.600,5000.0,inf,inf,22.629199,99.983333,4.849488
ref50,480,0.700,100.0,20.0,20.0,0.409639,8.582717,7.459058
ref50,481,0.700,100.0,20.0,30.0,7.310177,1.399556,7.445145
ref50,482,0.700,100.0,20.0,40.0,1.707951,7.070029,7.526372
ref50,483,0.700,100.0,20.0,inf,2.686328,11.511143,7.461529
ref50,484,0.700,100.0,30.0,20.0,3.649174,5.547796,7.523196
ref50,485,0.700,100.0,30.0,30.0,0.507695,8.549918,7.473008
ref50,486,0.700,100.0,30.0,40.0,0.514570,9.970824,7.445164
ref50,487,0.700,100.0,30.0,inf,0.588548,9.951606,7.468937
ref50,488,0.700,100.0,40.0,20.0,0.323423,8.579921,7.471632
ref50,489,0.700,100.0,40.0,30.0,0.635447,8.536738,7.467980
ref50,490,0.700,100.0,40.0,40.0,1.137822,7.197304,7.494921
ref50,491,0.700,100.0,40.0,inf,0.153706,8.619934,7.497849
ref50,492,0.700,100.0,inf,20.0,1.158656,7.173169,7.511580
ref50,493,0.700,100.0,inf,30.0,0.669058,9.877718,7.536357
ref50,494,0.700,100.0,inf,40.0,0.701924,8.492673,7.494531
ref50,495,0.700,100.0,inf,inf,0.390793,9.748457,7.509720
ref50,496,0.700,500.0,20.0,20.0,2.899346,11.148596,0.814516
ref50,497,0.700,500.0,20.0,30.0,27.048401,26.199838,0.981620
ref50,498,0.700,500.0,20.0,40.0,4.371871,6.827895,1.088391
ref50,499,0.700,500.0,20.0,inf,4.111201,1.235139,0.849766
ref50,500,0.700,500.0,30.0,20.0,21.081249,17.610984,0.839581
ref50,501,0.700,500.0,30.0,30.0,5.629330,0.368672,0.887166
ref50,502,0.700,500.0,30.0,40.0,4.305842,1.621558,0.984116
ref50,503,0.700,500.0,30.0,inf,2.661306,1.157386,0.960012
ref50,504,0.700,500.0,40.0,20.0,22.470258,20.614244,1.011631
ref50,505,0.700,500.0,40.0,30.0,4.158122,6.951385,1.039699
ref50,506,0.700,500.0,40.0,40.0,0.344268,3.984833,0.961507
ref50,507,0.700,500.0,40.0,inf,1.762362,2.561966,0.948683
ref50,508,0.700,500.0,inf,20.0,11.831304,14.138864,1.094616
ref50,509,0.700,500.0,inf,30.0,3.683535,0.309243,0.985339
ref50,510,0.700,500.0,inf,40.0,2.141581,1.282875,0.949941
ref50,511,0.700,500.0,inf,inf,1.065968,2.656208,0.958976
ref50,512,0.700,1000.0,20.0,20.0,23.674430,99.985714,11.155700
ref50,513,0.700,1000.0,20.0,30.0,14.542991,99.985714,11.366485
ref50,514,0.700,1000.0,20.0,40.0,4.509617,99.985714,11.322756
ref50,515,0.700,1000.0,20.0,inf,20.565733,99.985714,11.177573
ref50,516,0.700,1000.0,30.0,20.0,17.478610,99.985714,11.132262
ref50,517,0.700,1000.0,30.0,30.0,5.265593,99.985714,11.065521
ref50,518,0.700,1000.0,30.0,40.0,20.107756,99.985714,11.080090
ref50,519,0.700,1000.0,30.0,inf,4.630310,99.985714,11.069865
ref50,520,0.700,1000.0,40.0,20.0,30.933625,99.985714,11.130047
ref50,521,0.700,1000.0,40.0,30.0,13.355133,99.985714,11.087777
ref50,522,0.700,1000.0,40.0,40.0,0.436074,99.985714,11.085324
ref50,523,0.700,1000.0,40.0,inf,1.750422,99.985714,11.065948
ref50,524,0.700,1000.0,inf,20.0,50.955788,99.985714,11.244363
ref50,525,0.700,1000.0,inf,30.0,2.886454,99.985714,11.053188
ref50,526,0.700,1000.0,inf,40.0,0.020871,99.985714,11.082529
ref50,527,0.700,1000.0,inf,inf,1.210192,0.864876,12.063927
ref50,528,0.700,2000.0,20.0,20.0,13.653045,9.065124,0.760577
ref50,529,0.700,2000.0,20.0,30.0,5.078508,8.869080,1.064167
ref50,530,0.700,2000.0,20.0,40.0,15.568262,11.839219,1.020282
ref50,531,0.700,2000.0,20.0,inf,35.714286,27.241527,0.693200
ref50,532,0.700,2000.0,30.0,20.0,17.316039,7.312410,0.944275
ref50,533,0.700,2000.0,30.0,30.0,5.610402,4.646774,0.998569
ref50,534,0.700,2000.0,30.0,40.0,10.524232,6.120868,0.978553
ref50,535,0.700,2000.0,30.0,inf,35.714286,28.313940,1.047680
ref50,536,0.700,2000.0,40.0,20.0,35.714286,42.842857,0.774974
ref50,537,0.700,2000.0,40.0,30.0,21.722785,10.432660,0.946073
ref50,538,0.700,2000.0,40.0,40.0,32.909896,13.179016,0.958904
ref50,539,0.700,2000.0,40.0,inf,5.239847,1.265077,0.983233
ref50,540,0.700,2000.0,inf,20.0,35.714286,17.344975,0.825362
ref50,541,0.700,2000.0,inf,30.0,35.714286,21.078061,1.004583
ref50,542,0.700,2000.0,inf,40.0,14.439664,5.811669,0.959067
ref50,543,0.700,2000.0,inf,inf,18.987625,8.351658,0.965794
ref50,544,0.700,5000.0,20.0,20.0,10.127559,99.985714,5.103175
ref50,545,0.700,5000.0,20.0,30.0,16.410809,99.985714,4.910099
ref50,546,0.700,5000.0,20.0,40.0,10.063239,99.985714,5.117887
ref50,547,0.700,5000.0,20.0,inf,10.567674,99.985714,4.971713
ref50,548,0.700,5000.0,30.0,20.0,26.940914,99.985714,4.861018
ref50,549,0.700,5000.0,30.0,30.0,14.171679,99.985714,4.919815
ref50,550,0.700,5000.0,30.0,40.0,10.446367,99.985714,5.006789
ref50,551,0.700,5000.0,30.0,inf,54.106851,99.985714,4.664225
ref50,552,0.700,5000.0,40.0,20.0,10.323597,99.985714,5.042963
ref50,553,0.700,5000.0,40.0,30.0,40.556010,99.985714,4.816026
ref50,554,0.700,5000.0,40.0,40.0,35.025171,99.985714,4.861098
ref50,555,0.700,5000.0,40.0,inf,30.051453,99.985714,4.873583
ref50,556,0.700,5000.0,inf,20.0,15.127662,99.985714,4.908480
ref50,557,0.700,5000.0,inf,30.0,28.888450,99.985714,4.853053
ref50,558,0.700,5000.0,inf,40.0,32.025315,99.985714,4.852462
ref50,559,0.700,5000.0,inf,inf,30.807542,99.985714,4.859215
ref50,560,0.800,100.0,20.0,20.0,0.506788,8.937895,7.411760
ref50,561,0.800,100.0,20.0,30.0,4.880373,2.611281,7.522134
ref50,562,0.800,100.0,20.0,40.0,3.321232,3.841668,7.596709
ref50,563,0.800,100.0,20.0,inf,5.225379,13.883704,7.477642
ref50,564,0.800,100.0,30.0,20.0,3.214054,5.070907,7.473732
ref50,565,0.800,100.0,30.0,30.0,1.463495,6.371284,7.511265
ref50,566,0.800,100.0,30.0,40.0,0.918300,7.557783,7.486409
ref50,567,0.800,100.0,30.0,inf,0.366044,8.797664,7.417584
ref50,568,0.800,100.0,40.0,20.0,0.944647,8.856015,7.540641
ref50,569,0.800,100.0,40.0,30.0,0.554796,7.582817,7.513208
ref50,570,0.800,100.0,40.0,40.0,0.648189,8.877495,7.482389
ref50,571,0.800,100.0,40.0,inf,0.638667,7.599647,7.487385
ref50,572,0.800,100.0,inf,20.0,1.545460,7.688394,7.293315
ref50,573,0.800,100.0,inf,30.0,0.366395,7.589767,7.532440
ref50,574,0.800,100.0,inf,40.0,0.690754,7.578716,7.498588
ref50,575,0.800,100.0,inf,inf,0.427491,8.679632,7.510117
ref50,576,0.800,500.0,20.0,20.0,23.012088,20.308019,0.937801
ref50,577,0.800,500.0,20.0,30.0,18.025257,21.312499,1.099187
ref50,578,0.800,500.0,20.0,40.0,16.286305,19.972557,1.094054
ref50,579,0.800,500.0,20.0,inf,18.750000,24.987500,0.971373
ref50,580,0.800,500.0,30.0,20.0,22.585614,20.259394,0.951154
ref50,581,0.800,500.0,30.0,30.0,14.321445,10.116331,0.879216
ref50,582,0.800,500.0,30.0,40.0,1.016600,6.220538,0.946063
ref50,583,0.800,500.0,30.0,inf,0.191572,6.201783,0.910951
ref50,584,0.800,500.0,40.0,20.0,12.454319,18.732977,0.979107
ref50,585,0.800,500.0,40.0,30.0,1.542657,5.037104,1.007250
ref50,586,0.800,500.0,40.0,40.0,0.711651,6.149456,0.950459
ref50,587,0.800,500.0,40.0,inf,0.485407,4.987516,0.967827
ref50,588,0.800,500.0,inf,20.0,28.289696,25.270587,0.823804
ref50,589,0.800,500.0,inf,30.0,8.250392,5.101932,0.988135
ref50,590,0.800,500.0,inf,40.0,1.166829,5.045185,0.986011
ref50,591,0.800,500.0,inf,inf,1.352502,3.620678,0.961676
ref50,592,0.800,1000.0,20.0,20.0,8.839291,14.268018,12.479363
ref50,593,0.800,1000.0,20.0,30.0,18.750000,24.987500,11.116677
ref50,594,0.800,1000.0,20.0,40.0,9.342224,99.987500,11.050937
ref50,595,0.800,1000.0,20.0,inf,21.891965,99.987500,11.123336
ref50,596,0.800,1000.0,30.0,20.0,31.301384,99.987500,10.974319
ref50,597,0.800,1000.0,30.0,30.0,18.750000,24.987500,11.080185
ref50,598,0.800,1000.0,30.0,40.0,9.254840,99.987500,11.116705
ref50,599,0.800,1000.0,30.0,inf,11.818333,99.987500,11.050790
ref50,600,0.800,1000.0,40.0,20.0,18.750000,24.987500,11.364170
ref50,601,0.800,1000.0,40.0,30.0,10.402413,99.987500,11.123408
ref50,602,0.800,1000.0,40.0,40.0,5.779821,99.987500,11.086929
ref50,603,0.800,1000.0,40.0,inf,1.656187,99.987500,11.096603
ref50,604,0.800,1000.0,inf,20.0,31.219832,99.987500,11.068978
ref50,605,0.800,1000.0,inf,30.0,3.793794,99.987500,10.996950
ref50,606,0.800,1000.0,inf,40.0,3.699521,99.987500,11.081993
ref50,607,0.800,1000.0,inf,inf,0.825331,8.835834,12.068184
ref50,608,0.800,2000.0,20.0,20.0,93.750000,79.256635,0.855159
ref50,609,0.800,2000.0,20.0,30.0,9.358213,1.901978,0.775794
ref50,610,0.800,2000.0,20.0,40.0,18.750000,17.090904,0.983617
ref50,611,0.800,2000.0,20.0,inf,17.275106,0.346021,0.849438
ref50,612,0.800,2000.0,30.0,20.0,18.750000,24.987500,1.076957
ref50,613,0.800,2000.0,30.0,30.0,24.283300,17.789290,0.944363
ref50,614,0.800,2000.0,30.0,40.0,18.750000,24.987500,1.011302
ref50,615,0.800,2000.0,30.0,inf,18.750000,9.600974,0.938248
ref50,616,0.800,2000.0,40.0,20.0,17.890484,55.617889,1.293727
ref50,617,0.800,2000.0,40.0,30.0,29.982935,21.530297,0.955928
ref50,618,0.800,2000.0,40.0,40.0,18.750000,12.078429,0.967200
ref50,619,0.800,2000.0,40.0,inf,18.750000,8.207596,0.975781
ref50,620,0.800,2000.0,inf,20.0,18.750000,24.987500,0.969987
ref50,621,0.800,2000.0,inf,30.0,10.620247,2.451504,0.935168
ref50,622,0.800,2000.0,inf,40.0,16.777962,0.070372,0.964585
ref50,623,0.800,2000.0,inf,inf,18.750000,1.256056,0.963609
ref50,624,0.800,5000.0,20.0,20.0,70.042437,99.987500,4.605091
ref50,625,0.800,5000.0,20.0,30.0,51.219713,99.987500,4.595488
ref50,626,0.800,5000.0,20.0,40.0,22.451645,99.987500,4.934798
ref50,627,0.800,5000.0,20.0,inf,0.780617,99.987500,5.005477
ref50,628,0.800,5000.0,30.0,20.0,42.007776,99.987500,4.834682
ref50,629,0.800,5000.0,30.0,30.0,72.346122,99.987500,4.812114
ref50,630,0.800,5000.0,30.0,40.0,32.844965,99.987500,4.886744
ref50,631,0.800,5000.0,30.0,inf,37.250306,99.987500,4.893953
ref50,632,0.800,5000.0,40.0,20.0,41.339100,99.987500,4.727174
ref50,633,0.800,5000.0,40.0,30.0,50.164500,99.987500,4.818221
ref50,634,0.800,5000.0,40.0,40.0,43.956895,99.987500,4.830691
ref50,635,0.800,5000.0,40.0,inf,35.900413,99.987500,4.881241
ref50,636,0.800,5000.0,inf,20.0,46.092443,99.987500,4.795727
ref50,637,0.800,5000.0,inf,30.0,34.390432,99.987500,4.892778
ref50,638,0.800,5000.0,inf,40.0,32.660791,99.987500,4.885159
ref50,639,0.800,5000.0,inf,inf,37.717430,99.987500,4.865424
ref50,640,0.900,100.0,20.0,20.0,5.151412,2.416142,7.449832
ref50,641,0.900,100.0,20.0,30.0,0.043136,8.093710,7.353061
ref50,642,0.900,100.0,20.0,40.0,1.129821,9.095798,7.464500
ref50,643,0.900,100.0,20.0,inf,2.712502,9.328069,7.474536
ref50,644,0.900,100.0,30.0,20.0,0.486099,7.971976,7.530413
ref50,645,0.900,100.0,30.0,30.0,2.491800,5.683841,7.455681
ref50,646,0.900,100.0,30.0,40.0,1.721443,5.715295,7.537994
ref50,647,0.900,100.0,30.0,inf,0.513094,7.997317,7.510401
ref50,648,0.900,100.0,40.0,20.0,0.028117,6.872429,7.593823
ref50,649,0.900,100.0,40.0,30.0,2.007303,5.748446,7.464881
ref50,650,0.900,100.0,40.0,40.0,0.032141,6.961334,7.508106
ref50,651,0.900,100.0,40.0,inf,0.509458,6.876367,7.518981
ref50,652,0.900,100.0,inf,20.0,3.032186,9.226109,7.619747
ref50,653,0.900,100.0,inf,30.0,0.557589,8.055511,7.462008
ref50,654,0.900,100.0,inf,40.0,0.030668,7.912985,7.519744
ref50,655,0.900,100.0,inf,inf,0.456764,7.847505,7.510603
ref50,656,0.900,500.0,20.0,20.0,4.687932,11.100000,0.913038
ref50,657,0.900,500.0,20.0,30.0,4.140441,1.154193,1.069634
ref50,658,0.900,500.0,20.0,40.0,10.659976,2.341436,0.805351
ref50,659,0.900,500.0,20.0,inf,5.555556,11.100000,1.008691
ref50,660,0.900,500.0,30.0,20.0,5.555556,6.582525,1.268409
ref50,661,0.900,500.0,30.0,30.0,5.064985,1.165039,1.024724
ref50,662,0.900,500.0,30.0,40.0,8.219522,2.315697,0.922258
ref50,663,0.900,500.0,30.0,inf,7.091263,2.150739,0.933032
ref50,664,0.900,500.0,40.0,20.0,5.555556,11.100000,0.807429
ref50,665,0.900,500.0,40.0,30.0,5.376036,1.085262,0.906505
ref50,666,0.900,500.0,40.0,40.0,0.908771,4.486462,0.967855
ref50,667,0.900,500.0,40.0,inf,3.657172,1.197254,0.959974
ref50,668,0.900,500.0,inf,20.0,5.555556,11.100000,1.007126
ref50,669,0.900,500.0,inf,30.0,7.604431,4.409442,1.017894
ref50,670,0.900,500.0,inf,40.0,3.709986,1.218654,0.951496
ref50,671,0.900,500.0,inf,inf,1.612198,3.436277,0.963102
ref50,672,0.900,1000.0,20.0,20.0,3.718976,11.100000,11.213491
ref50,673,0.900,1000.0,20.0,30.0,45.010153,31.020169,12.452634
ref50,674,0.900,1000.0,20.0,40.0,67.280604,99.988889,11.224756
ref50,675,0.900,1000.0,20.0,inf,2.212490,11.100000,11.179968
ref50,676,0.900,1000.0,30.0,20.0,5.555556,11.100000,11.049428
ref50,677,0.900,1000.0,30.0,30.0,5.555556,11.100000,11.061401
ref50,678,0.900,1000.0,30.0,40.0,3.493548,11.100000,11.020459
ref50,679,0.900,1000.0,30.0,inf,1.025489,99.988889,11.059001
ref50,680,0.900,1000.0,40.0,20.0,5.555556,11.100000,10.966034
ref50,681,0.900,1000.0,40.0,30.0,5.555556,11.100000,10.994917
ref50,682,0.900,1000.0,40.0,40.0,1.225203,99.988889,11.064211
ref50,683,0.900,1000.0,40.0,inf,0.857042,99.988889,11.070606
ref50,684,0.900,1000.0,inf,20.0,5.107055,20.143875,12.450792
ref50,685,0.900,1000.0,inf,30.0,5.555556,11.100000,11.068560
ref50,686,0.900,1000.0,inf,40.0,3.770778,99.988889,11.089773
ref50,687,0.900,1000.0,inf,inf,0.513604,16.413253,12.077296
ref50,688,0.900,2000.0,20.0,20.0,11.570589,15.441302,0.813744
ref50,689,0.900,2000.0,20.0,30.0,17.110613,17.669004,0.831304
ref50,690,0.900,2000.0,20.0,40.0,5.555556,11.100000,1.177155
ref50,691,0.900,2000.0,20.0,inf,88.811673,51.153055,0.755067
ref50,692,0.900,2000.0,30.0,20.0,5.555556,7.858913,1.198943
ref50,693,0.900,2000.0,30.0,30.0,5.555556,5.495980,0.874737
ref50,694,0.900,2000.0,30.0,40.0,1.248427,12.030722,0.896456
ref50,695,0.900,2000.0,30.0,inf,5.555556,11.100000,0.991699
ref50,696,0.900,2000.0,40.0,20.0,5.555556,5.258642,1.067650
ref50,697,0.900,2000.0,40.0,30.0,5.555556,1.534787,0.978407
ref50,698,0.900,2000.0,40.0,40.0,5.555556,1.482866,0.941417
ref50,699,0.900,2000.0,40.0,inf,5.555556,3.603089,0.946975
ref50,700,0.900,2000.0,inf,20.0,5.555556,11.100000,0.744021
ref50,701,0.900,2000.0,inf,30.0,5.555556,9.946337,0.927480
ref50,702,0.900,2000.0,inf,40.0,5.555556,2.447241,0.972413
ref50,703,0.900,2000.0,inf,inf,5.555556,2.850038,0.964094
ref50,704,0.900,5000.0,20.0,20.0,60.310452,99.988889,4.657302
ref50,705,0.900,5000.0,20.0,30.0,29.191324,99.988889,5.438322
ref50,706,0.900,5000.0,20.0,40.0,62.464672,99.988889,4.863008
ref50,707,0.900,5000.0,20.0,inf,55.950967,99.988889,4.697189
ref50,708,0.900,5000.0,30.0,20.0,94.444444,99.988889,4.303323
ref50,709,0.900,5000.0,30.0,30.0,41.136140,99.988889,4.869273
ref50,710,0.900,5000.0,30.0,40.0,54.169131,99.988889,4.736567
ref50,711,0.900,5000.0,30.0,inf,67.086317,99.988889,4.764986
ref50,712,0.900,5000.0,40.0,20.0,59.114671,99.988889,4.887080
ref50,713,0.900,5000.0,40.0,30.0,52.095944,99.988889,4.776163
ref50,714,0.900,5000.0,40.0,40.0,46.940544,99.988889,4.850285
ref50,715,0.900,5000.0,40.0,inf,39.187986,99.988889,4.888501
ref50,716,0.900,5000.0,inf,20.0,30.187412,99.988889,5.067145
ref50,717,0.900,5000.0,inf,30.0,30.413137,99.988889,4.983329
ref50,718,0.900,5000.0,inf,40.0,46.027259,99.988889,4.863646
ref50,719,0.900,5000.0,inf,inf,43.737785,99.988889,4.868117
